Year,Player,Pos,HT,WT,Team,Birth City,Draft Status,Nationality
2020,Adrian Kuyinu,GF,6-3,220,Surrey Scorchers,Missouri City (TX),"2015 NBA Draft, Undrafted",United StatesEngland
2020,Liam Langridge-Baker,F,6-5,-,Plymouth University Raiders,N/A,"2021 NBA Draft, Undrafted",England
2020,Rema Lascelles,F,6-6,180,Leicester Riders,Derby,"2017 NBA Draft, Undrafted",England
2020,Drew Lasker,PG,6-2,175,Newcastle Eagles,Katy (TX),"2005 NBA Draft, Undrafted",United States
2020,Momcilo Latinovic,GF,6-6,185,Cheshire Phoenix,Belgrade,"2012 NBA Draft, Undrafted",Serbia
2020,Nicholas Lewis,PG,6-3,185,Sheffield Sharks,Scarborough,"2015 NBA Draft, Undrafted",CanadaEngland
2020,Jalen Lindsey,F,6-7,227,Leicester Riders,Franklin (TN),"2018 NBA Draft, Undrafted",United States
2020,Eric Lockett,SF,6-5,193,Bristol Flyers,Atlanta (GA),"2019 NBA Draft, Undrafted",United States
2020,Andre Lockhart,PG,6-0,190,London Lions,Holetown,"2008 NBA Draft, Undrafted",BarbadosEngland
2020,Edmir Lucas,G,6-3,208,London Lions,Luanda,"2015 NBA Draft, Undrafted",AngolaPortugal
2020,Disraeli Lufadeju,G,6-1,186,Cheshire Phoenix,New Brunswick (NJ),"2014 NBA Draft, Undrafted",United StatesEngland
2020,Christal Malalu,F,6-9,240,Manchester Giants,Eindhoven,"2018 NBA Draft, Undrafted",Netherlands
2020,Fraser Malcolm,PF,6-6,215,Caledonia Gladiators,Falkirk,"2019 NBA Draft, Undrafted",Scotland
2020,Rob Marsden,F,6-7,230,Sheffield Sharks,Doncaster,"2012 NBA Draft, Undrafted",England
2020,Eddie Matthew,PG,6-0,180,Newcastle Eagles,Newcastle,"2018 NBA Draft, Undrafted",England
2020,Raheem May-Thompson,F,6-7,211,Worcester Wolves,London,"2013 NBA Draft, Undrafted",England
2020,Panagiotis Mayindombe,G,6-3,188,Bristol Flyers,Athens,"2010 NBA Draft, Undrafted",GreeceDemocratic Republic of the Congo
2020,Lucas McGregor,G,6-2,-,Worcester Wolves,Birmingham,"2015 NBA Draft, Undrafted",England
2020,Mackey McKnight,PG,6-0,170,Sheffield Sharks,Houston (TX),"2014 NBA Draft, Undrafted",United States
2020,John Mitchell,C,6-9,225,Newcastle Eagles,Bronx (NY),"2017 NBA Draft, Undrafted",United States
2020,Ben Mockford,SG,6-2,170,Cheshire Phoenix,Shoreham-by-Sea,"2014 NBA Draft, Undrafted",EnglandUnited States
2020,Nathaniel Montgomery,G,5-10,154,Sheffield Sharks,Sheffield,"2021 NBA Draft, Undrafted",England
2020,Mike Morsell,F,6-5,210,Newcastle Eagles,Fort Washington (MD),"2018 NBA Draft, Undrafted",United States
2020,Callum Mortimer,F,6-5,-,Caledonia Gladiators,N/A,2025 NBA Draft Eligible,Scotland
2020,Karim Mouliom,F,6-5,200,Cheshire Phoenix,Paris,"2019 NBA Draft, Undrafted",France
2020,Jonathan Mulmore,PG,6-4,185,Manchester Giants,New Orleans (LA),"2018 NBA Draft, Undrafted",United States
2020,Gareth Murray,F,6-6,210,Caledonia Gladiators,Arbroath,"2006 NBA Draft, Undrafted",Scotland
2020,Ron Mvouika,G,6-6,210,Plymouth University Raiders,Paris,"2016 NBA Draft, Undrafted",FranceDemocratic Republic of the Congo
2020,Jeremy Nanton-Hamel,C,6-9,-,Surrey Scorchers,N/A,"2020 NBA Draft, Undrafted",England
2020,Bouna Ndiaye,F,6-7,210,Sheffield Sharks,Bergen,"2017 NBA Draft, Undrafted",Norway
2020,Will Neighbour,FC,6-10,225,Plymouth University Raiders,Grayshott,"2014 NBA Draft, Undrafted",England
2020,Darien Nelson-Henry,C,6-11,265,Leicester Riders,Kirkland (WA),"2016 NBA Draft, Undrafted",United States
2020,Jordan Nicholls,G,6-1,185,Bristol Flyers,Loughborough,"2016 NBA Draft, Undrafted",England
2020,Michael Ochereobia,C,6-8,260,Cheshire Phoenix,Hackney,"2014 NBA Draft, Undrafted",England
2020,Tayo Ogedegebe,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England
2020,Tola Okiki,G,6-2,-,Plymouth University Raiders,N/A,"2020 NBA Draft, Undrafted",England
2020,Joshua Palmer,F,6-7,210,Plymouth University Raiders,Tulsa (OK),"2017 NBA Draft, Undrafted",United States
2020,Devontavius Payne,G,6-2,175,Caledonia Gladiators,Carbondale (IL),"2018 NBA Draft, Undrafted",United States
2020,Brandon Peel,F,6-7,200,London Lions,Forestville (MD),"2016 NBA Draft, Undrafted",United States
2020,Eli Pepper,PF,6-9,205,Caledonia Gladiators,Princeton (KY),"2019 NBA Draft, Undrafted",United States
2020,Daniel Pilkington,F,6-7,208,Manchester Giants,Manchester,"2013 NBA Draft, Undrafted",England
2020,Zachary Powell,F,6-2,180,Manchester Giants,Manassas (VA),"2020 NBA Draft, Undrafted",United States
2020,Greg Pryor,G,6-2,195,Caledonia Gladiators,Memphis (TN),"2017 NBA Draft, Undrafted",United States
2020,Caylin Raftopoulos,G,5-8,-,Surrey Scorchers,London,"2014 NBA Draft, Undrafted",England
2020,Nathan Ramdsdale-Owen,G,6-2,-,Worcester Wolves,N/A,"2019 NBA Draft, Undrafted",England
2020,Mark Rangeley,SF,6-6,180,Cheshire Phoenix,Manchester,"2012 NBA Draft, Undrafted",England
2020,James Reeves,F,6-5,-,Surrey Scorchers,N/A,"2019 NBA Draft, Undrafted",England
2020,Ryan Richards,FC,6-11,265,Plymouth University Raiders,Chatham,2010 Rnd 2 Pick 19,England
2020,Tadas Rinkunas,GF,6-4,176,Caledonia Gladiators,Kaunas,"2013 NBA Draft, Undrafted",Lithuania
2020,Alexander Roberts,PG,6-1,188,Leicester Riders,Liverpool,"2019 NBA Draft, Undrafted",England
2020,Justin Robinson,SG,6-2,190,London Lions,London,"2011 NBA Draft, Undrafted",England
2020,Josh Rogers,F,6-8,225,Bristol Flyers,Bristol,"2016 NBA Draft, Undrafted",England
2020,Louis Rogerson-Evans,G,6-3,-,Manchester Giants,N/A,"2021 NBA Draft, Undrafted",England
2020,Solomon Rolls-Tyson,PF,6-8,200,Surrey Scorchers,Birmingham,"2017 NBA Draft, Undrafted",England
2020,Jorge Romero,SG,6-4,185,London Lions,Las Palmas de Gran Canaria,"2012 NBA Draft, Undrafted",Spain
2020,Earl Russell,PF,6-8,205,Caledonia Gladiators,Warrington,"2019 NBA Draft, Undrafted",England
2020,Will Saunders,F,6-7,190,Newcastle Eagles,Greensboro (NC),"2015 NBA Draft, Undrafted",United StatesEngland
2020,Louis Sayers,SF,6-7,212,Cheshire Phoenix,Peterborough,"2014 NBA Draft, Undrafted",England
2020,Nick Schlitzer,G,6-6,210,Newcastle Eagles,Pottsville (PA),"2015 NBA Draft, Undrafted",United States
2020,Joe Scott,GF,6-4,-,Leicester Riders,N/A,"2010 NBA Draft, Undrafted",United StatesItaly
2020,Matt Scott,SG,6-4,185,Plymouth University Raiders,Brooklyn (NY),"2018 NBA Draft, Undrafted",United States
2020,Adam Slater,F,6-5,-,Manchester Giants,Blackburn,"2001 NBA Draft, Undrafted",England
2020,Leslee Smith,F,6-8,254,Plymouth University Raiders,Tortola,"2015 NBA Draft, Undrafted",British Virgin Islands
2020,Ovie Soko,SF,6-8,225,London Lions,London,"2014 NBA Draft, Undrafted",England
2020,Sam Speight,-,-,-,Sheffield Sharks,N/A,"2017 NBA Draft, Undrafted",Thailand
2020,Jordan Spencer,G,6-2,180,Leicester Riders,London,"2018 NBA Draft, Undrafted",England
2020,Gary Talton,G,6-1,165,Plymouth University Raiders,Dallas (TX),"2013 NBA Draft, Undrafted",United States
2020,Chris Taylor,F,6-5,-,Bristol Flyers,N/A,"2012 NBA Draft, Undrafted",England
2020,Alioune Tew,F,6-9,215,London Lions,Paris,"2018 NBA Draft, Undrafted",France
2020,Gatluak Thiep,C,7-0,215,Surrey Scorchers,London,"2016 NBA Draft, Undrafted",England
2020,Fred Thomas,G,6-5,206,Bristol Flyers,Jackson (MS),"2016 NBA Draft, Undrafted",United States
2020,Gentrey Thomas,G,6-3,200,Bristol Flyers,Halifax,"2017 NBA Draft, Undrafted",Canada
2020,Raphell Thomas-Edwards,F,6-6,245,Bristol Flyers,Leicester,"2015 NBA Draft, Undrafted",England
2020,Andrew Thomson,C,6-10,230,Leicester Riders,Chester,"2007 NBA Draft, Undrafted",England
2020,Dante Thorpe,G,6-4,195,Caledonia Gladiators,Washington (DC),"2019 NBA Draft, Undrafted",United States
2020,Samuel Toluwase,GF,6-5,225,London Lions,Lagos,"2007 NBA Draft, Undrafted",Nigeria
2020,Buay Tuach,G,6-6,185,London Lions,Omaha (NE),"2017 NBA Draft, Undrafted",United States
2020,Mike Tuck,GF,6-7,230,Sheffield Sharks,Toronto,"2008 NBA Draft, Undrafted",Canada
2020,Theo Turner,C,7-0,260,Plymouth University Raiders,Middlesbrough,"2018 NBA Draft, Undrafted",England
2020,Denzel Ubiaro,SF,6-2,187,Plymouth University Raiders,London,"2019 NBA Draft, Undrafted",England
2020,David Ulph,PF,6-7,216,Manchester Giants,Widnes,"2015 NBA Draft, Undrafted",England
2020,Julius Van Sauers,FC,6-8,210,Worcester Wolves,Amsterdam,"2020 NBA Draft, Undrafted",Netherlands
2020,Terrell Vinson,GF,6-7,220,Caledonia Gladiators,Baltimore (MD),"2013 NBA Draft, Undrafted",United States
2020,Isaiah Walker,G,6-5,-,Plymouth University Raiders,N/A,"2021 NBA Draft, Undrafted",Wales
2020,Maurice Walker,PF,6-10,255,Leicester Riders,Scarborough,"2015 NBA Draft, Undrafted",Canada
2020,Josh Ward-Hibbert,F,6-4,190,Leicester Riders,Nottingham,"2016 NBA Draft, Undrafted",England
2020,Jordan Whelan,G,6-4,198,London Lions,Manchester,"2016 NBA Draft, Undrafted",England
2020,Marcus White,F,6-6,200,Surrey Scorchers,Milwaukee (WI),"2018 NBA Draft, Undrafted",United States
2020,Skyler White,F,6-7,220,Surrey Scorchers,Clyde Hill (WA),"2018 NBA Draft, Undrafted",United States
2020,Josh Wilcher,PG,5-10,187,Plymouth University Raiders,Notting Hill,"2012 NBA Draft, Undrafted",Australia
2020,Henry Wilkins,SG,6-5,190,Surrey Scorchers,N/A,"2012 NBA Draft, Undrafted",England
2020,Amir Williams,C,6-11,250,Worcester Wolves,Birmingham (MI),"2015 NBA Draft, Undrafted",United StatesSwitzerland
2020,Jordan Kevin Williams,F,6-8,240,Worcester Wolves,London,"2017 NBA Draft, Undrafted",England
2020,Kai Williams,SF,6-6,207,Newcastle Eagles,Regina,"2010 NBA Draft, Undrafted",Canada
2020,Yorick Williams,G,6-4,195,Manchester Giants,Manchester,"1997 NBA Draft, Undrafted",England
2020,Matthew Williamson,SG,6-3,165,Worcester Wolves,Worcester,"2021 NBA Draft, Undrafted",England
2020,Namon Wright,G,6-5,205,Leicester Riders,Los Angeles (CA),"2019 NBA Draft, Undrafted",United States
2020,Themba Yabantu,G,5-10,-,Newcastle Eagles,N/A,"2021 NBA Draft, Undrafted",England
2021,Shore Adenekan,F,6-9,235,Newcastle Eagles,London,"2015 NBA Draft, Undrafted",England
2021,Mayo Adeyeye,F,6-6,-,Surrey Scorchers,N/A,"2021 NBA Draft, Undrafted",England
2021,Franklin Agu,F,6-6,230,Manchester Giants,London,2025 NBA Draft Eligible,England
2021,Fahro Alihodzic,FC,6-10,240,London Lions,Vlasenica,"2014 NBA Draft, Undrafted",Bosnia and HerzegovinaEngland
2021,Brandon Anderson,PG,6-1,170,Worcester Wolves,Mahwah (NJ),"2020 NBA Draft, Undrafted",United States
2021,Jamell Anderson,F,6-7,214,Leicester Riders,Nottingham,"2012 NBA Draft, Undrafted",England
2021,Marko Backovic,PF,6-5,197,Sheffield Sharks,Sheffield,"2019 NBA Draft, Undrafted",England
2021,Justin Baker,F,6-8,240,Bristol Flyers,Sacramento (CA),"2011 NBA Draft, Undrafted",United States
2021,Oscar Baldwin,F,6-10,200,Sheffield Sharks,Grindleford,"2021 NBA Draft, Undrafted",England
2021,Ryan Beisty,F,6-7,225,Plymouth University Raiders,Newcastle,"2019 NBA Draft, Undrafted",Australia
2021,Maarten Bouwknecht,SG,6-2,-,Worcester Wolves,Groningen,"2016 NBA Draft, Undrafted",Netherlands
2021,Breaon Brady,F,6-8,250,Manchester Giants,Akron (OH),"2019 NBA Draft, Undrafted",United States
2021,Isa Brandon,G,6-4,195,Caledonia Gladiators,Leicester,"2019 NBA Draft, Undrafted",England
2021,Kervin Bristol,FC,6-10,225,London Lions,Port-au-Prince,"2012 NBA Draft, Undrafted",HaitiUnited States
2021,Charlie Britton,PF,6-6,230,Manchester Giants,Liverpool,"2021 NBA Draft, Undrafted",England
2021,Sam Broughton,C,6-10,-,Worcester Wolves,N/A,"2016 NBA Draft, Undrafted",England
2021,Stephen Brown,G,5-11,165,London Lions,Manassas (VA),"2018 NBA Draft, Undrafted",United States
2021,Thomas Brown,G,6-2,195,Bristol Flyers,Charlottesville (VA),"2017 NBA Draft, Undrafted",United States
2021,Tyrell Brown,G,5-11,-,Manchester Giants,N/A,"2021 NBA Draft, Undrafted",England
2021,Matthew Bryan-Amaning,F,6-8,240,Cheshire Phoenix,London,"2011 NBA Draft, Undrafted",England
2021,Jonny Bunyan,PG,6-0,180,Caledonia Gladiators,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2021,Elijah Burns,PF,6-8,236,Worcester Wolves,Troy (NY),"2020 NBA Draft, Undrafted",United States
2021,Johde Campbell,G,6-0,180,Sheffield Sharks,Leicester,"2020 NBA Draft, Undrafted",England
2021,Kyle Carey,GF,6-6,190,Cheshire Phoenix,London,"2019 NBA Draft, Undrafted",England
2021,Connor Cashaw,SG,6-5,200,Surrey Scorchers,Lincolnshire (IL),"2019 NBA Draft, Undrafted",United States
2021,"Sam Cassell, Jr.",G,6-4,190,Manchester Giants,Baltimore (MD),"2017 NBA Draft, Undrafted",United States
2021,Lovell Cook,F,6-6,215,Surrey Scorchers,New Orleans (LA),"2013 NBA Draft, Undrafted",United States
2021,Zach Copeland,G,6-4,185,Bristol Flyers,Oakland (CA),"2020 NBA Draft, Undrafted",United States
2021,Geno Crandall,G,6-4,185,Leicester Riders,Minneapolis (MN),"2019 NBA Draft, Undrafted",United States
2021,Jules Dang Akodo,PG,6-2,190,London Lions,Yaounde,"2018 NBA Draft, Undrafted",CameroonEngland
2021,Liam Davis,C,6-9,-,Bristol Flyers,Orlando (FL),"2018 NBA Draft, Undrafted",United States
2021,Darrius Defoe,PF,6-9,220,Newcastle Eagles,London,"2006 NBA Draft, Undrafted",DominicaEngland
2021,Marcus Delpeche,F,6-7,215,Bristol Flyers,Wilmington (DE),"2017 NBA Draft, Undrafted",United States
2021,Ronald Delph,C,7-0,245,Caledonia Gladiators,Winter Haven (FL),"2018 NBA Draft, Undrafted",United States
2021,Marvin Dinnall,G,5-8,-,Bristol Flyers,N/A,"2021 NBA Draft, Undrafted",England
2021,Elvisi Dusha,G,6-2,184,Plymouth University Raiders,London,"2016 NBA Draft, Undrafted",EnglandAlbania
2021,Daniel Edozie,F,6-8,252,Bristol Flyers,Compton (CA),"2015 NBA Draft, Undrafted",United States
2021,Cortez Edwards,PG,6-2,180,Newcastle Eagles,Kissimmee (FL),"2019 NBA Draft, Undrafted",United States
2021,Micah Elan,G,6-4,-,Worcester Wolves,San Francisco (CA),"2020 NBA Draft, Undrafted",United States
2021,Aaron Falzon,PF,6-8,225,Leicester Riders,Newton (MA),"2020 NBA Draft, Undrafted",United StatesMalta
2021,Rahmon Fletcher,PG,5-10,165,Newcastle Eagles,Kansas City (MO),"2011 NBA Draft, Undrafted",United States
2021,Ali Fraser,F,6-7,235,Leicester Riders,Falkirk,"2014 NBA Draft, Undrafted",Scotland
2021,Allie Fullah,FC,6-7,235,Manchester Giants,London,"2014 NBA Draft, Undrafted",England
2021,Aaron Geramipoor,FC,6-11,245,Manchester Giants,Manchester,"2014 NBA Draft, Undrafted",EnglandIran
2021,Justin Gordon,F,6-6,205,Newcastle Eagles,Charlotte (NC),"2016 NBA Draft, Undrafted",United States
2021,Pharroh Gordon,GF,6-6,215,Cheshire Phoenix,London,"2019 NBA Draft, Undrafted",England
2021,Robbie Graham,G,5-11,187,Cheshire Phoenix,N/A,2024 NBA Draft Eligible,Ireland
2021,Reece Haggith,G,6-3,170,Cheshire Phoenix,Cambridge,"2014 NBA Draft, Undrafted",England
2021,Ashley Hamilton,F,6-7,210,Plymouth University Raiders,London,"2013 NBA Draft, Undrafted",England
2021,Eric Hamilton,PF,6-9,250,Cheshire Phoenix,Duluth (GA),"2020 NBA Draft, Undrafted",United States
2021,Fergus Harte,G,5-11,-,Caledonia Gladiators,N/A,"2020 NBA Draft, Undrafted",Scotland
2021,Rashad Hassan,F,6-7,215,Surrey Scorchers,Riverdale (GA),"2013 NBA Draft, Undrafted",United States
2021,Jalen Hayes,F,6-7,215,Cheshire Phoenix,Lansing (MI),"2018 NBA Draft, Undrafted",United StatesEngland
2021,Justin Hedley,G,6-3,198,Leicester Riders,Munich,"2018 NBA Draft, Undrafted",Germany
2021,Jeremy Hemsley,SG,6-3,200,Sheffield Sharks,La Verne (CA),"2019 NBA Draft, Undrafted",United States
2021,Mustapha Heron,GF,6-5,210,Leicester Riders,West Haven (CT),"2020 NBA Draft, Undrafted",United States
2021,Lyle Hexom,F,6-8,225,Manchester Giants,Omaha (NE),"2019 NBA Draft, Undrafted",United States
2021,Joe Heyes,G,6-2,-,Manchester Giants,N/A,"2021 NBA Draft, Undrafted",England
2021,Tony Hicks,G,6-1,180,Surrey Scorchers,South Holland (IL),"2017 NBA Draft, Undrafted",United States
2021,Cameron Hildreth,G,6-4,195,Surrey Scorchers,Worthing,2025 NBA Draft Eligible,England
2021,Josh Houghton,G,6-3,-,Cheshire Phoenix,N/A,"2013 NBA Draft, Undrafted",England
2021,Jack Hudson,PG,6-2,194,Manchester Giants,Liverpool,"2015 NBA Draft, Undrafted",England
2021,Prince Ibeh,C,6-10,260,Plymouth University Raiders,Garland (TX),"2016 NBA Draft, Undrafted",United StatesRwanda
2021,Joe Ikhinmwin,F,6-6,220,London Lions,London,"2012 NBA Draft, Undrafted",England
2021,Boban Jacdonmi,C,6-9,250,Caledonia Gladiators,London,"2020 NBA Draft, Undrafted",England
2021,Zach Jackson,G,6-5,185,Leicester Riders,Wichita (KS),"2019 NBA Draft, Undrafted",United States
2021,Lacey James,SF,6-9,240,Surrey Scorchers,Grand Rapids (MI),"2020 NBA Draft, Undrafted",United States
2021,Corey Johnson,SG,6-5,200,Leicester Riders,Ottawa,"2019 NBA Draft, Undrafted",Canada
2021,Donovan Johnson,C,6-5,207,Manchester Giants,Shelbyville (KY),"2014 NBA Draft, Undrafted",United States
2021,Daniel Johnson-Thompson,F,6-8,-,Worcester Wolves,N/A,"2020 NBA Draft, Undrafted",England
2021,Callum Jones,SG,6-4,200,Sheffield Sharks,Manchester,"2010 NBA Draft, Undrafted",England
2021,Max Jones,GF,6-4,-,Cheshire Phoenix,N/A,"2015 NBA Draft, Undrafted",England
2021,Sauver Kande,F,6-4,185,Newcastle Eagles,London,2024 NBA Draft Eligible,England
2021,Christian Keeling,SG,6-3,180,Caledonia Gladiators,Augusta (GA),"2020 NBA Draft, Undrafted",United States
2021,Lamarr Kimble,PG,6-0,185,Worcester Wolves,Philadelphia (PA),"2020 NBA Draft, Undrafted",United States
2021,Bennett Koch,F,6-10,235,Sheffield Sharks,Ashwaubenon (WI),"2018 NBA Draft, Undrafted",United States
2021,Marc Kwedi,F,6-7,-,Caledonia Gladiators,Saint-Denis,"2019 NBA Draft, Undrafted",France
2021,Nassim Ladjimi,G,6-2,-,Bristol Flyers,N/A,"2017 NBA Draft, Undrafted",England
2021,Liam Langridge-Baker,F,6-5,-,Plymouth University Raiders,N/A,"2021 NBA Draft, Undrafted",England
2021,Drew Lasker,PG,6-2,175,Newcastle Eagles,Katy (TX),"2005 NBA Draft, Undrafted",United States
2021,K.J. Lawson,SF,6-7,215,Worcester Wolves,Memphis (TN),"2021 NBA Draft, Undrafted",United States
2021,William Lee,F,6-9,206,Leicester Riders,Plantersville (AL),"2018 NBA Draft, Undrafted",United States
2021,Nicholas Lewis,PG,6-3,185,Sheffield Sharks,Scarborough,"2015 NBA Draft, Undrafted",CanadaEngland
2021,DeAndre Liggins,G,6-6,210,London Lions,Chicago (IL),2011 Rnd 2 Pick 23,United States
2021,Antwon Lillard,SF,6-5,200,Sheffield Sharks,Cleveland (OH),"2019 NBA Draft, Undrafted",United States
2021,Eric Lockett,SF,6-5,193,Bristol Flyers,Atlanta (GA),"2019 NBA Draft, Undrafted",United States
2021,Andre Lockhart,PG,6-0,190,London Lions,Holetown,"2008 NBA Draft, Undrafted",BarbadosEngland
2021,Edmir Lucas,G,6-3,208,London Lions,Luanda,"2015 NBA Draft, Undrafted",AngolaPortugal
2021,Disraeli Lufadeju,G,6-1,186,Cheshire Phoenix,New Brunswick (NJ),"2014 NBA Draft, Undrafted",United StatesEngland
2021,Jimbo Lull,C,7-0,252,Cheshire Phoenix,Palos Verdes (CA),"2020 NBA Draft, Undrafted",United States
2021,Fraser Malcolm,PF,6-6,215,Caledonia Gladiators,Falkirk,"2019 NBA Draft, Undrafted",Scotland
2021,Rob Marsden,F,6-7,230,Sheffield Sharks,Doncaster,"2012 NBA Draft, Undrafted",England
2021,Jonah Mathews,PG,6-3,175,Leicester Riders,Santa Monica (CA),"2020 NBA Draft, Undrafted",United States
2021,Eddie Matthew,PG,6-0,180,Newcastle Eagles,Newcastle,"2018 NBA Draft, Undrafted",England
2021,Evan Maxwell,C,6-10,235,Newcastle Eagles,Scranton (PA),"2019 NBA Draft, Undrafted",United States
2021,Raheem May-Thompson,F,6-7,211,Leicester Riders,London,"2013 NBA Draft, Undrafted",England
2021,Panagiotis Mayindombe,G,6-3,188,Bristol Flyers,Athens,"2010 NBA Draft, Undrafted",GreeceDemocratic Republic of the Congo
2021,Mike McCall,G,6-0,180,Cheshire Phoenix,Chicago (IL),"2014 NBA Draft, Undrafted",United States
2021,Rickey McGill,PG,6-1,175,Plymouth University Raiders,Spring Valley (NY),"2019 NBA Draft, Undrafted",United States
2021,Lucas McGregor,G,6-2,-,Worcester Wolves,Birmingham,"2015 NBA Draft, Undrafted",England
2021,Mackey McKnight,PG,6-0,170,Sheffield Sharks,Houston (TX),"2014 NBA Draft, Undrafted",United States
2021,Martelle McLemore,GF,6-5,205,Surrey Scorchers,Detroit (MI),"2010 NBA Draft, Undrafted",United States
2021,Josh McSwiggan,SF,6-7,220,Worcester Wolves,Loughborough,"2020 NBA Draft, Undrafted",EnglandIreland
2021,Devin Mitchell,G,6-4,190,Cheshire Phoenix,Suwanee (GA),"2019 NBA Draft, Undrafted",United StatesEngland
2021,Ben Mockford,SG,6-2,170,Bristol Flyers,Shoreham-by-Sea,"2014 NBA Draft, Undrafted",EnglandUnited States
2021,Nathaniel Montgomery,G,5-10,154,Sheffield Sharks,Sheffield,"2021 NBA Draft, Undrafted",England
2021,Mike Morsell,F,6-5,210,Plymouth University Raiders,Fort Washington (MD),"2018 NBA Draft, Undrafted",United States
2021,Callum Mortimer,F,6-5,-,Caledonia Gladiators,N/A,2025 NBA Draft Eligible,Scotland
2021,Sehill Mouliom,F,6-8,195,Cheshire Phoenix,Rueil-Malmaison,"2020 NBA Draft, Undrafted",France
2021,David Mpondo Ekoume,G,6-5,-,Caledonia Gladiators,Creteil,"2021 NBA Draft, Undrafted",France
2021,Byron Mullens,C,7-0,270,London Lions,Canal Winchester (OH),2009 Rnd 1 Pick 24,United States
2021,Sean Murphy,G,6-5,-,Newcastle Eagles,N/A,"2021 NBA Draft, Undrafted",England
2021,Gareth Murray,F,6-6,210,Caledonia Gladiators,Arbroath,"2006 NBA Draft, Undrafted",Scotland
2021,Victor Ndoukou,F,6-8,235,Leicester Riders,Wigan,2025 NBA Draft Eligible,England
2021,Will Neighbour,FC,6-10,225,Plymouth University Raiders,Grayshott,"2014 NBA Draft, Undrafted",England
2021,Darien Nelson-Henry,C,6-11,265,Leicester Riders,Kirkland (WA),"2016 NBA Draft, Undrafted",United States
2021,Leon Neziri,PG,6-3,185,Plymouth University Raiders,N/A,"2022 NBA Draft, Undrafted",Kosovo
2021,Kipper Nichols,F,6-6,220,Sheffield Sharks,Lakewood (OH),"2020 NBA Draft, Undrafted",United States
2021,Kingsley Nwagboso,C,7-0,230,Worcester Wolves,Bolton,"2019 NBA Draft, Undrafted",England
2021,Michael Ochereobia,C,6-8,260,Plymouth University Raiders,Hackney,"2014 NBA Draft, Undrafted",England
2021,Tayo Ogedegebe,F,6-6,210,Surrey Scorchers,London,"2009 NBA Draft, Undrafted",England
2021,Teddy Okereafor,G,6-4,200,Bristol Flyers,London,"2016 NBA Draft, Undrafted",England
2021,Tola Okiki,G,6-2,-,Worcester Wolves,N/A,"2020 NBA Draft, Undrafted",England
2021,Kingsley Okoroh,C,7-1,267,London Lions,Watford,"2018 NBA Draft, Undrafted",England
2021,Alex Ouandie,SF,6-6,198,Manchester Giants,Sofia,"2018 NBA Draft, Undrafted",Bulgaria
2021,Orlando Parker,F,6-8,205,London Lions,Orlando (FL),"2014 NBA Draft, Undrafted",United States
2021,Mike Parks,F,6-9,270,Worcester Wolves,Cleveland (OH),"2019 NBA Draft, Undrafted",United States
2021,Shaun Parren-Rackley,-,-,-,Worcester Wolves,N/A,"2021 NBA Draft, Undrafted",England
2021,Simeon Perry,F,6-2,-,Leicester Riders,N/A,2025 NBA Draft Eligible,England
2021,Rex Pflueger,SG,6-6,218,Newcastle Eagles,San Juan Capistrano (CA),"2020 NBA Draft, Undrafted",United StatesEngland
2021,Chris Porter-Bunton,GF,6-5,217,Plymouth University Raiders,Bowling Green (KY),"2019 NBA Draft, Undrafted",United States
2021,Zak Powell,G,6-0,-,Manchester Giants,N/A,"2021 NBA Draft, Undrafted",England
2021,Caylin Raftopoulos,G,5-8,-,Surrey Scorchers,London,"2014 NBA Draft, Undrafted",England
2021,Nathan Ramdsdale-Owen,G,6-2,-,Worcester Wolves,N/A,"2019 NBA Draft, Undrafted",England
2021,Mark Rangeley,SF,6-6,180,Cheshire Phoenix,Manchester,"2012 NBA Draft, Undrafted",England
2021,Jordan Ratinho,PG,6-5,210,Sheffield Sharks,Concord (CA),"2020 NBA Draft, Undrafted",United States
2021,Ryan Richards,FC,6-11,265,Surrey Scorchers,Chatham,2010 Rnd 2 Pick 19,England
2021,Emondre Rickman,PF,6-9,255,Surrey Scorchers,Collinsville (IL),"2019 NBA Draft, Undrafted",United States
2021,Justin Robinson,SG,6-2,190,London Lions,London,"2011 NBA Draft, Undrafted",England
2021,Josh Rogers,F,6-8,225,Bristol Flyers,Bristol,"2016 NBA Draft, Undrafted",England
2021,Solomon Rolls-Tyson,PF,6-8,200,Cheshire Phoenix,Birmingham,"2017 NBA Draft, Undrafted",England
2021,Kahron Ross,G,5-11,160,Cheshire Phoenix,Jonesboro (AR),"2018 NBA Draft, Undrafted",United States
2021,Justin Satchell,F,6-8,225,Manchester Giants,Miramar (FL),"2017 NBA Draft, Undrafted",United States
2021,Louis Sayers,SF,6-7,212,Newcastle Eagles,Peterborough,"2014 NBA Draft, Undrafted",England
2021,Elliott Sentance,SG,6-6,210,Plymouth University Raiders,Leicester,"2018 NBA Draft, Undrafted",England
2021,Jordan Spencer,G,6-2,180,London Lions,London,"2018 NBA Draft, Undrafted",England
2021,Christopher Tawiah,C,6-10,235,London Lions,Milton Keynes,"2016 NBA Draft, Undrafted",England
2021,Raphell Thomas-Edwards,F,6-6,245,Bristol Flyers,Leicester,"2015 NBA Draft, Undrafted",England
